0	0
0.0178	2218
0.0237	2636
0.0296	2705
0.0355	2718
0.0414	2721
0.0473	2722
0.0532	2723
0.0591	2723
0.065	2724
0.0709	2725
0.0768	2726
0.0827	2727
0.0886	2728
0.0945	2728
0.1003	2729
0.1062	2730
0.1121	2731
0.118	2731
0.1239	2732
0.1298	2733
0.1357	2734
0.1416	2734
0.1475	2735
0.1534	2736
0.1593	2737
0.1652	2737
0.1711	2738
0.177	2739
0.1829	2739
0.1888	2740
0.1947	2741
0.2006	2741
0.2065	2742
0.2124	2743
0.2183	2743
0.2242	2744
0.2301	2745
0.236	2745
0.2419	2746
0.2478	2747
0.2536	2747
0.2595	2748
0.2654	2748
0.2713	2749
0.2772	2750
0.2831	2750
0.289	2751
0.2949	2751
0.3008	2752
0.3067	2752
0.3126	2753
0.3185	2753
0.3244	2754
0.3303	2755
0.3362	2755
0.3421	2756
0.348	2756
0.3539	2757
0.3598	2757
0.3657	2757
0.3716	2758
0.3775	2758
0.3834	2759
0.3893	2759
0.3952	2760
0.4011	2760
0.407	2761
0.4129	2761
0.4188	2762
0.4247	2762
0.4305	2762
0.4364	2763
0.4423	2763
0.4482	2763
0.4541	2764
0.46	2764
0.4659	2765
0.4718	2765
0.4777	2765
0.4836	2766
0.4895	2766
0.4954	2766
0.5013	2767
0.5072	2767
0.5131	2767
0.519	2768
0.5249	2768
0.5308	2768
0.5367	2768
0.5426	2769
0.5485	2769
0.5544	2769
0.5603	2769
0.5662	2770
0.5721	2770
0.578	2770
0.5839	2770
0.5898	2771
0.5957	2771
0.6016	2771
0.6075	2771
0.6134	2771
0.6192	2772
0.6251	2772
0.631	2772
0.6369	2772
0.6428	2772
0.6487	2772
0.6546	2773
0.6605	2773
0.6664	2773
0.6723	2773
0.6782	2773
0.6841	2773
0.69	2773
0.6959	2773
0.7018	2774
0.7077	2774
0.7136	2774
0.7195	2774
0.7254	2774
0.7313	2774
0.7372	2774
0.7431	2774
0.749	2774
0.7549	2774
0.7608	2774
0.7667	2774
0.7726	2774
0.7785	2774
0.7844	2774
0.7903	2774
0.7962	2774
0.8021	2774
0.808	2774
0.8139	2774
0.8198	2774
0.8256	2774
0.8315	2774
0.8374	2774
0.8433	2774
0.8492	2774
0.8551	2773
0.861	2773
0.8669	2773
0.8728	2773
0.8787	2773
0.8846	2773
0.8905	2773
0.8964	2773
0.9023	2772
0.9082	2772
0.9141	2772
0.92	2772
0.9259	2772
0.9318	2772
0.9377	2771
0.9436	2771
0.9495	2771
0.9554	2771
0.9613	2771
0.9672	2770
0.9731	2770
0.979	2770
0.9849	2770
0.9908	2769
0.9967	2769
1.0026	2769
1.0085	2769
1.0144	2768
1.0202	2768
1.0261	2768
1.032	2768
1.0379	2767
1.0438	2767
1.0497	2767
1.0556	2766
1.0615	2766
1.0674	2766
1.0733	2765
1.0792	2765
1.0851	2765
1.091	2764
1.0969	2764
1.1028	2763
1.1087	2763
1.1146	2763
1.1205	2762
1.1264	2762
1.1323	2761
1.1382	2761
1.1441	2761
1.15	2760
1.1559	2760
1.1618	2759
1.1677	2759
1.1736	2758
1.1795	2758
1.1854	2757
1.1913	2757
1.1972	2756
1.2031	2756
1.2089	2756
1.2148	2755
1.2207	2754
1.2266	2754
1.2325	2753
1.2384	2753
1.2443	2752
1.2502	2752
1.2561	2751
1.262	2751
1.2679	2750
1.2738	2750
1.2797	2749
1.2856	2748
1.2915	2748
1.2974	2747
1.3033	2747
1.3092	2746
1.3151	2745
1.321	2745
1.3269	2744
1.3328	2743
1.3387	2743
1.3446	2742
1.3505	2741
1.3564	2741
1.3623	2740
1.3682	2739
1.374	2739
1.3799	2738
1.3858	2737
1.3917	2737
1.3976	2736
1.4035	2735
1.4094	2734
1.4153	2734
1.4212	2733
1.4271	2732
1.433	2731
1.4389	2731
1.4448	2730
1.4507	2729
1.4566	2728
1.4625	2727
1.4684	2727
1.4743	2726
1.4802	2725
1.4861	2724
1.492	2723
1.4979	2723
1.5038	2722
1.5097	2721
1.5156	2720
1.5214	2719
1.5273	2718
1.5332	2717
1.5391	2717
1.545	2716
1.5509	2715
1.5568	2714
1.5627	2713
1.5686	2712
1.5745	2711
1.5804	2710
1.5863	2709
1.5922	2708
1.5981	2707
1.604	2706
1.6099	2705
1.6158	2704
1.6217	2703
1.6276	2702
1.6335	2701
1.6394	2700
1.6453	2699
1.6512	2698
1.657	2697
1.6629	2696
1.6688	2695
1.6747	2694
1.6806	2693
1.6865	2692
1.6924	2691
1.6983	2690
1.7042	2689
1.7101	2688
1.716	2687
1.7219	2686
1.7278	2685
1.7337	2683
1.7396	2682
1.7455	2681
1.7514	2680
1.7573	2679
1.7632	2678
1.7691	2677
1.7749	2676
1.7808	2674
1.7867	2673
1.7926	2672
1.7985	2671
1.8044	2670
1.8103	2668
1.8162	2667
1.8221	2666
1.828	2665
1.8339	2664
1.8398	2662
1.8457	2661
1.8516	2660
1.8575	2659
1.8634	2657
1.8693	2656
1.8751	2655
1.881	2654
1.8869	2652
1.8928	2651
1.8987	2650
1.9046	2648
1.9105	2647
1.9164	2646
1.9223	2644
1.9282	2643
1.9341	2642
1.94	2640
1.9459	2639
1.9518	2638
1.9577	2636
1.9636	2635
1.9695	2634
1.9753	2632
1.9812	2631
1.9871	2629
1.993	2628
1.9989	2626
2.0048	2625
2.0107	2624
2.0166	2622
2.0225	2621
2.0284	2619
2.0343	2618
2.0402	2616
2.0461	2615
2.052	2613
2.0579	2612
2.0637	2610
2.0696	2609
2.0755	2607
2.0814	2606
2.0873	2604
2.0932	2603
2.0991	2601
2.105	2600
2.1109	2598
2.1168	2597
2.1227	2595
2.1286	2594
2.1345	2592
2.1404	2590
2.1462	2589
2.1521	2587
2.158	2586
2.1639	2584
2.1698	2582
2.1757	2581
2.1816	2579
2.1875	2578
2.1934	2576
2.1993	2574
2.2052	2573
2.2111	2571
2.2169	2569
2.2228	2568
2.2287	2566
2.2346	2564
2.2405	2563
2.2464	2561
2.2523	2559
2.2582	2557
2.2641	2556
2.27	2554
2.2759	2552
2.2818	2551
2.2876	2549
2.2935	2547
2.2994	2545
2.3053	2543
2.3112	2542
2.3171	2540
2.323	2538
2.3289	2536
2.3348	2535
2.3407	2533
2.3466	2531
2.3525	2529
2.3583	2527
2.3642	2525
2.3701	2524
2.376	2522
2.3819	2520
2.3878	2518
2.3937	2516
2.3996	2514
2.4055	2512
2.4114	2511
2.4172	2509
2.4231	2507
2.429	2505
2.4349	2503
2.4408	2501
2.4467	2499
2.4526	2497
2.4585	2495
2.4644	2493
2.4703	2491
2.4761	2489
2.482	2487
